text,ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
ربي انظر الي قلبها فان وجدت حزن او ضيق فبدله فرحاً و اطمئنان وان وجدت هماً فانزعه فهي شي ثمين لدي فاحفظها لي يارب💙,2018-Ar-04045,False,False,False,False,False,True,True,False,False,False,False
يغمرك القرف وتصعقك قدره الطرف الاخر علي الدونيه لهذا المستوي ليصبح قلبك اكثر اعراضا وقسوه ورفض ولا اتحدث هنا عن مساكين كسرتهم الحياه,2018-Ar-00702,True,False,True,False,False,False,False,False,True,False,False
شكرا لك علي هذا الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت من نصيب الدكتور محمد اسلوبه الروائي لايمكن للذاكره تجاوزه,2018-Ar-03295,False,False,False,False,True,False,False,False,False,False,True
نيال الا بدو يعيد بلوطن ويشوف اهلو واحبابو حسره الحمد لله رب العالمين يشعر بالحنين,2018-Ar-00647,False,False,False,False,False,True,False,False,True,False,False
مراره الفقد موجعه غصه الحنين مبكيه رحم الله روحا ما زال وجع رحيلها يؤلمني بشده 💔 🔕,2018-Ar-02300,False,False,False,False,False,False,False,False,True,False,False
دايماً خايف من اللي جاب علشان بابقي حاسس ومتوقع اللي هيحصل فيه وبنسبه كبيرك بيبقي اللي متوقعه ده صح وبيحصل فعلاً بس عارفين الدنيا مابتقفش,2018-Ar-00919,False,False,False,True,False,False,False,False,False,False,False
حسبي علي الي خذاك مني وغير اطباعك 💔 خيبت ظني جرح عتاب الم,2018-Ar-03354,False,False,False,False,False,False,False,False,True,False,False
جواي طاقه كبيره وانبساط كبييير كتير شو اعمل مشان افرغ هالطااقه العاليه هاي,2018-Ar-01429,False,False,False,False,True,False,True,False,False,False,False
ما عم عيط هااااا 😤,2018-Ar-00145,True,False,False,False,False,False,False,False,True,True,False
صباحكم سعاده ودفي ورضا وطمانينه من الله ❤,2018-Ar-03806,False,False,False,False,True,True,True,False,False,False,False
بالضبط 👌🏻 ويشجع القارئ علي البحث اكثر والتّفكُر شكرا لمشاركتگ هذه المقاله🌸,2018-Ar-01895,False,False,False,False,True,True,False,False,False,False,False
محدش ينكر ان الكابه بتبقي برضه 😌,2018-Ar-01958,False,False,False,False,False,False,False,True,True,False,False
الحاجه الوحيده ال متاكد منها اني مش هنفع ف الكليه دي بس قررت اكمل فيها من باب الاثاره و التشويق,2018-Ar-00661,False,False,False,False,False,False,False,True,False,False,False
انا ف المرحله المرهقه دي من حياتي ممتن جدا لكل نص ساعه نوم باعرف اتحصل عليها و ساخط جدا علي اي حد يقطع نومي,2018-Ar-01379,True,False,False,False,True,False,False,False,False,False,False
ودي تشيلسي يجيب بوتلاند او هيتون لكن كلهم يبغو يلعبو اساسيين عشان كاس العالم 😤,2018-Ar-02926,True,False,False,False,False,False,False,False,False,False,False
يحذركم ويخوفكم من نفسه اذا ارتكبتم ذنب او معصيه فانه سينزل بكم عقابه كنوز دار الريان النسائيه,2018-Ar-04349,False,True,False,True,False,False,False,False,False,False,False
هه هذا من الخوف و التوتر الي يسببه الاهلي,2018-Ar-02578,False,False,False,True,False,False,False,False,False,False,False
هلا وغلا فيك صباح السعاده والرضا عليك وعلي المستمعين اشتقت اسمع صوتك من اول م دخلت الشهر م سمعت صوتك,2018-Ar-00896,False,False,False,False,True,True,True,False,False,False,False
صباح الخير ✋ 🏻 صاحيه من النوم عندي رغبه شديده في اني البس فستان حلو وهيلز واظبط نفسي واسهر احضر حفله لطيفه كده في مكان لطيف مثلا يعني 🤷 🏻 ‍♀️,2018-Ar-02198,False,False,False,False,True,False,True,False,False,False,False
مخيف هو هذا العالم حرب نار ودخان اينما وليت خوف موت واقتتال و دم تعال نهرب بنا بعيدا نسرق من السماء غيمه نزرعها حب وياسمين تنهيده,2018-Ar-00202,False,False,False,True,False,False,False,False,False,False,False
الفائده الوحيده الي يبغونها من بيانهم تخويف اي لاعب بيجي للاهلي معزبهم امر وهم ينفذون لكن علي الاهلي حمايه اللاعب وبقوه,2018-Ar-02676,True,False,False,True,False,False,False,False,True,False,False
مش حلوه العطله ابداً والواحد قاعد عاعصابه 😶💔 بدي علاماتي 😭💔 معطله بس مش معطله 😓,2018-Ar-01575,False,False,False,True,False,False,False,False,False,False,False
اختي قاعده تاكل حب وتطالع حلقه ابي اطعن ووحي بقلم بنسل من نرفزه الصوت,2018-Ar-03398,True,False,False,False,False,False,False,False,False,False,False
هسا اذا تزوجت 👰👨 وزوجي صرخ علي😬 عادي اضربو👊 او اعمل حالي كيوت وابكي😢 يربي شسوووي😐🚶 😂😂😂😂😂😂 شمس المحتاره 🌚,2018-Ar-00055,True,False,False,False,False,False,False,True,False,False,False
بشوف حته من الجنه بشوفگ ضحكه وسط دموع كانگ بنتي من ضلعي وحبگ عشق مش ممنوع ✋💓,2018-Ar-01000,False,False,False,False,True,True,True,False,False,False,True
اللهم الفرح والابتسامه الابديه,2018-Ar-03980,False,False,False,False,True,False,True,False,False,False,False
احنا بيهمنا زعل الناس القريبه من قلبنا فعلا الي هو لا دول ماينفعش يزعلوا ونفكر ازاي نراضيهم غير كده لا ✋ 😀 😍,2018-Ar-03637,False,False,False,False,False,True,False,False,True,False,False
خوف ورعب وصدمه وارتجاف بسبب الريال,2018-Ar-03370,False,False,False,True,False,False,False,False,False,False,False
بس يا علي دا خامس يوم اروح و المحل يكون قافل فضلت ٣ ساعات مستنيه يفتح و بعدين خايف عليك م الحر يا حبي 💙🚶🏻,2018-Ar-03905,True,False,False,True,False,True,False,False,False,False,False
الارهب مو انك تزرع قنبله الارهاب انك تزرع فكر غلط كان في كل زمان هبه حماده ارفع لج عقالي🖤,2018-Ar-04116,True,False,False,False,False,False,False,False,False,False,False
ليش ترضي الي يفجرك ارضي بلدك واهلك مامسويه فضل سلاح قديم بضعف السعر همه الممنونين امريكا دعمتك بالسلاح وروسيا لازم نعبدهم,2018-Ar-00829,True,False,True,False,False,False,False,False,False,False,False
اسف علي المداخله لكن هذي من باب الحداد علي الموتي و الاسلام يرفض هذا الشيء و السعوديه تطبق هذا المنهج,2018-Ar-00487,True,True,True,False,False,False,False,False,True,False,False
جدتي انت التي رحيلك انزل دمعه ابي فالمني 💔 فيا رب بقدر حب ابي لها اغفر لها وتجاوز عنها واجمعنا بها في مستقر رحمتك تغريدات المتوفين,2018-Ar-02526,False,False,False,False,False,False,False,False,True,False,False
شگرا دموعي لانك احلي راحه ف 🌸 ي ازفت وقت عندي,2018-Ar-03560,True,False,False,False,False,False,False,False,True,False,False
اكتر شي عجبني باخر حلقه ان كان فيها معدل عالي نسبيا من التشويق و الترقب و هيدا غريب نوعا ما علي مسلسل هزلي كوميدي,2018-Ar-01497,False,False,False,False,False,False,False,False,False,True,False
انا خايف بس اني ماعاد اتزوج مع 😂,2018-Ar-00644,False,False,False,True,False,False,False,True,False,False,False
اما ذاك فيه قله حيا 😶 الله ياخذهم صار الحرام شيء عادي عندهم يتفرجون بكل ثقه 😠,2018-Ar-00295,True,False,True,False,False,False,False,False,True,False,False
الله يبارك فيك وايهنيك هبوش تسلمي ياحبيبه والفال ليك يارب تفرحي بفرحك وبتخرجك افضل دكتوره,2018-Ar-00845,False,False,False,False,True,True,True,False,False,False,False
حانق جدا اتمني محد يكلمني,2018-Ar-03771,True,False,False,False,False,False,False,False,True,False,False
ماذا بك يا صديقي لا شئ سوي انني حانق وكاره للعالم بمن فيه,2018-Ar-02765,True,False,True,False,False,False,False,True,False,False,False
بقي كده يا اوزعه يام لسانين طيييييب ماااااااشي 👊😠😒,2018-Ar-03617,True,False,False,False,False,False,False,False,False,False,False
بجد والله حاسه مش طبيعيه 😢,2018-Ar-00685,False,False,False,False,False,False,False,True,True,False,False
مرحبا هذه تعتبر بدايه جديده وبدايه نظيفه تماما اتمني بان تكون بدايه سعيده ولطيفه,2018-Ar-03836,False,False,False,False,True,False,True,False,False,False,False
اللهم في يوم الجمعه ارزقنا حلو الحياه وخير العطاء وسعه في الرزق وراحه البال ولباس العافيه وحسن الخاتمه اللهم صلي وسلم وبارك علي سيدنا محمد,2018-Ar-03553,False,False,False,False,False,True,True,False,False,False,False
رايقيين و بالنا مرتاح سعيد لنهايه شهر ابريل كازهار الساكورا عندما تتفتح في موسم الربيع الجميل,2018-Ar-00361,False,False,False,False,True,True,True,False,False,False,False
علي الكلثمي جمع مابين الفكاهه والطموح والصبر تعلمنا منك اشياء كثيره منها طيبه القلب وتسامح العفويه علي الفارس الفخم,2018-Ar-02367,False,False,False,False,False,True,True,False,False,False,False
خالتو عندها ولدين وحامل بتقولي لو ولد هسميه معاذ ولو بنت روفانا افهمها ازاي ان الاسمين مش عاجبني 😄😡😡 اقولها ازاي ان عاوزه مصطفي او هنا 😄😍😍,2018-Ar-01564,True,True,False,False,False,False,False,True,False,False,False
انا الي يرتجف مثل ارتجاف الخايف الرعديد اذا شاف القبور الضيقات وحس بذنوبه,2018-Ar-00430,False,False,False,True,False,False,False,False,False,False,False
ما يقتلني ان الغريب يقرا بلمحه صغيره حزن روحي وانت المبصر في عيناي دائما لم تري حزني 😳 😳 الحلبي,2018-Ar-02586,False,False,False,False,False,False,False,False,True,False,False
وحيد جدا اغلق هاتفي بلا خوف من ان يقلق بشاني احد انام طويلا غير مباليه بصباح او مساء بيوم او تاريخ,2018-Ar-02529,False,False,False,False,False,False,False,True,True,False,False
العيد بهجه فرح مسجد الصديق كل سنه والامه كلها بخير ♥,2018-Ar-02205,False,False,False,False,True,True,True,False,False,False,False
عيد سعيد جدا 🙈 ما نعرف كلام كفار,2018-Ar-00764,False,False,False,False,True,True,True,False,False,False,False
ايام بذاكر فيها و من قبل ما الجدول الفاينال ينزل بذاكرها واذاكر ورقه و برزنتيشن و اسلايدات و في الاخر يجي برزنتيشن و اسلايدات 😠😬,2018-Ar-01733,True,False,False,False,False,False,False,False,True,False,False
بعدين هو فلسطيني يعني برجع علي وطنه فلسطين العظيمه وليست تل ابيت قهروتي والله يا ام بي سي😡😡😡,2018-Ar-00415,True,False,False,False,False,False,False,False,True,False,False
عملتوا ايه يا مجموعه اوساخ يا حبايبي يا ولاد الكلب هموت وربنا 😂 😂 💔 اعملها يا راجل يا طيب ياعره 😂 ريح المدام بهجت 😂 😂,2018-Ar-00591,True,False,False,False,True,True,False,False,False,False,False
في منامي نحلم وانا نوم 💤 في قصور البهجه وشموع ضاويه هيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊,2018-Ar-01273,False,False,False,False,True,True,True,False,False,False,False
انا تعبت اقسم بالله المشكله اني مش بحب اكسف حد بتحرجله والله 😥😥,2018-Ar-03508,False,False,True,False,False,False,False,False,True,False,False
اقل ما ينوصف فيه هيك عالم انهم نور و بهايم و همج 😡,2018-Ar-02722,True,False,True,False,False,False,False,False,False,False,False
عشان كده العرب كانو بيشوفو ان اللي عيونهم ملونه نذير شؤم تحسي عينه فيها غدر وشر,2018-Ar-00575,True,True,False,False,False,False,False,True,False,False,False
اشمئزاز لا منتهي منها وعلي الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسيلكن اعوذ بالله من نفاذ صبري,2018-Ar-03557,True,False,True,False,False,False,False,False,False,False,False
المشكله الحقيقيه انك بتبقي مندفع بالنشوه دي وبتقفز قفزات واسعه والانفتاح بيساعدك ع دا ومبيبخلش عليك,2018-Ar-02996,True,False,False,False,False,False,False,False,False,False,False
والله ياني حلمت حلم من رعبه للحين قامط وعجزت ارجع انام ثانيه لا اله الا الله,2018-Ar-04034,False,False,False,True,False,False,False,False,False,False,False
ي الهادي وعلي الحزن بادي ابتسم وخلك مبتهج وكون احسن من العادي غدا اجمل غدا افضل والعمر لسي ب اوله وباقي,2018-Ar-00794,False,False,False,False,False,True,True,False,False,False,False
هذا الوجع الفراغ الوهن الانكسار يدفع الشخص في التفكير في امور عديده سيئه و في الغالب مُسيئه و سوف تهوي بيه في جحر يعلمه و يكره و لا يتحمله,2018-Ar-02705,True,False,False,False,False,False,False,True,True,False,False
غدا موعد زفافها ولم يتبقي سوي القليل ربي نور لها واجعل السعاده ملازمه حياتها 💍 🖤,2018-Ar-01652,False,False,False,False,True,True,True,False,False,False,False
احيانا تندم انك تعمقت بشخص زياده لحظتها تتمني نظرتك الاولي ترجع والعلاقه سطحيه تماما ندم الم حزن فراق حقيقه,2018-Ar-03864,True,False,True,False,False,False,False,False,True,False,False
فيني غصه وضيقه احس بصيح شعور يذبح احساس مرير حسبي الله ونعم الوكيل بس لو يرجع الوقت وراء والله ماصلحتها 😖 جهل غباء خبله 😈 👺,2018-Ar-01441,True,False,True,False,False,False,False,False,True,False,False
ماله شغل دايم يجيني توتر او شي اسمه نوبات هلع اقري عنه ماله ضرر,2018-Ar-00362,False,False,False,True,False,False,False,False,False,False,False
حاليا لو حد قالي كلمه عن التفاؤل و التحفيز و انه الحياه جميله و سهله 🍳 بهذي ماشي تفاهم بعد,2018-Ar-03268,True,False,False,False,False,False,True,True,False,False,False
و ليه افرح لما ممكن اكتئب و ليه اتجوز لما انا هنتحر 😂 بهجت ريح المدام,2018-Ar-01687,False,False,False,False,False,False,False,True,True,False,False
ان الحب يمكن ان تكون في كلمه شكر بسيطه في عباره تشجيع في ابتسامه رضا او في حضن تمنحه لصديق ما جفته من سنوات❤️ 😊 🙏 🏻 ❤️ 😊,2018-Ar-01142,False,False,False,False,False,True,True,False,False,False,False
الحال اصلا زفت بس لازم كمان يزود عليه نكد مركز في دخله العيد ده له ذنب لوحده تيران وصنافير مصريه,2018-Ar-00109,True,False,True,False,False,False,False,True,True,False,False
للاسف ماكنت قضيه مغريه ل انتقم منك انت حدث تافه مايغوي خبثي حتي 😌 👋 🏻,2018-Ar-03875,True,False,True,False,False,False,True,False,False,False,False
ليش ضعيت الوفاء ليش خيبّت الامل ليش سببت الفراق,2018-Ar-00875,True,False,False,False,False,False,False,False,True,False,False
قليل جدا ال بيحس بالناس في غربتهم و يقدم لهم المساعده للاسف,2018-Ar-00910,False,False,False,False,False,False,False,True,True,False,False
ابيك لو مره توقف جنبي مابيك تكتب لي ولا ابي تقرا اجرح جميع اعضائي الا قلبي لان القلوب جروحها ما تبري حب حزن ريتويت احبك,2018-Ar-01484,False,False,False,False,False,True,False,False,True,False,False
امتعاضي كان له اسبابا عده كان حصارك لي احد اسباب ذلك,2018-Ar-03619,True,False,True,False,False,False,False,False,True,False,False
غادرت صديقتي الحياه فجاه بحادث مروع فااصبح هذا السؤال اكثر الحاحا من ذي قبل متي ساغادر وكيف ساغادر يارب اعوذ بك من موت الفجاه,2018-Ar-00033,False,False,False,True,False,False,False,False,True,True,False
الا جمال وبس انتهي لعد تحطم بنفسك😠,2018-Ar-01140,True,False,False,False,False,False,False,False,False,False,False
تسريب سفير الامارات ليست تسريبات بل هي مواقف معلنه و مشرفه من الامارات ترفع الراس و الامارات ليست من الخونه الذين يقولون عكس مايفعلون🇦🇪,2018-Ar-03573,True,False,False,False,False,False,False,False,False,False,True
يوم جميل 🌹 فرحه اطفال سماء ملبده بالغيوم لمعان البروق صوت الرعد وبدر ملهم❤,2018-Ar-00296,False,False,False,False,True,True,True,False,False,False,False
والخطف مافي خطوره ع المواطن كلمه الامير لاتعملون لجان ايش رايك,2018-Ar-02930,False,False,False,False,False,False,False,True,False,False,False
اي حاجه نفسي فيها اشتهيها باشتياق وبعد فتره من التعوّد تيجي فتره من الفراق 💔💔,2018-Ar-02368,False,False,False,False,False,False,False,True,True,False,False
احلا شعور يوم ارمي قاروره مويا ع احد وتنفك عليه يبرد كل غضبي❤️❤️❤️❤️❤️❤️,2018-Ar-02709,True,True,False,False,True,False,False,False,False,False,False
ايه اليوم ده بجد في ايه 😤,2018-Ar-00967,True,False,False,False,False,False,False,False,True,False,False
امس الصراحه شرح بالضبط ما عاناه في تلفزيون دوله الكويت وهذا جزء صغير فما بالك بحقوق موظفين وبدلاتهم هموم وزاره الاعلام,2018-Ar-02774,True,False,False,False,False,False,False,True,True,False,False
حراره جلدي وخصوصًا يديني ورجليني تزيد بشكل كبير مش سخونه لا حراره وكل احد يسلم عليا يفكرني تعبانه مع اني منتبهه لنمط الاكل والرياضه,2018-Ar-01613,False,False,False,True,False,False,False,False,True,False,False
الفرحه انك تكون مذاكر جزء من المنهج وتلاقي الامتحان جاي في الجزء ده بس,2018-Ar-01960,False,False,False,False,True,False,True,False,False,False,False
كل ما قلت اني رح اترك الموبايل وكلشي علي السوشل ميديا واقعد علي موبايل ابو لوكس من نوكيا تيجيني الغصه,2018-Ar-01726,True,False,False,False,False,False,False,False,True,False,False
يارب كل شي بتتمنيه يصير ربنا يبعد عنك كل شر ويبعد عنك بنات و اولاد الحرام و يقرب منك كل الناس اللي بتحبك وبتخاف عليكي,2018-Ar-03053,False,False,False,False,False,True,True,False,False,False,False
اتمني مااشوف كلام اشتياق اوحب او ايا كان ابعدوا عن الدراما شوي وعيشوا الواقع المر,2018-Ar-02085,False,False,False,False,False,False,False,True,True,False,False
اعتذار رده الحارثي للهلاليين يلعن ابو الرخامه طيب لا تهايط من الاساس عشان ما يندعس عليك,2018-Ar-02929,True,False,True,False,False,False,False,False,False,False,False
الامن السعودي هو من انقذ رفاقك في جزيره الخبث والفتنه باليمن عندما كانوا علي وشك الوقوع بايدي الحوثيين في عدن اخرس يا وضيع,2018-Ar-04387,True,False,False,False,False,False,False,False,False,False,False
عيديتك مع رغد محمد٥ اتمني اي مبلغ مادي منك ابغي اشتري لماما عيديه وافرحها بليز☹️☹️😢,2018-Ar-03344,False,True,False,False,True,True,False,False,False,False,False
كفي الان كفي علي الشعب ان يثور ويغضب ويقول كلمته تسقط حكومه الانقاذ الطابور الخامس,2018-Ar-03058,True,True,True,False,False,False,False,True,True,False,False
من باب اغاظه اهل العلم والدعوه وكل ما لديه غيره علي محارم الله لم يكتفوا بفتوي كراهه او جواز سماع الموسيقي بل عدوها من اطيب الطيبات,2018-Ar-02151,True,False,False,False,False,False,False,False,False,False,False
كيف هوه شعوري شعوري بغضب يعني ماراح نشوفه ليش هيج حرام عليهم😡,2018-Ar-02573,True,False,True,False,False,False,False,False,False,False,False
واضح انه المجرمين واعدائي ميعرفونيش كويس غضبي ملوش حدود,2018-Ar-03501,True,False,False,False,False,False,False,False,False,False,False
الله ياخذ القلق اللي جالسه اعيشو ذي الفتره انام ساعتين ولا ثلاث واقوم اجلس شوي وانعس وارجع انامالين متي ياربي,2018-Ar-01755,False,False,False,True,False,False,False,False,True,False,False
كسم خفه رامز جلال ههه خالص,2018-Ar-01664,True,False,True,False,False,False,False,True,False,False,False
من اراد فهمك بشكل خاطئ سيفعل حتي وان وصل به الحد الي ان يعتبر كلمه شكراا اهانه,2018-Ar-01695,True,False,True,False,False,False,False,True,True,False,False
عاد ذا الاسبوع بالذات تبدلت كل مخططاتي واهدافي ولان اجبرت نفسي علي هالبريك احس اني تائه وفاضي ماعندي سالفه وكذا احس بالكئابه,2018-Ar-03840,False,False,False,False,False,False,False,False,True,False,False
الازمه الخليجيه تشرفت بلقاء الشيخ تميم بن حمد وكان غارق في التفكير وبعد حديثي معه اخذ يضحك وبدي مسرور وبعدها افقت من الحلم لعله خير,2018-Ar-02581,True,False,False,False,False,False,True,False,False,False,False
المهم انك تقرين بانك جبانه ولا تملكين الا البربره بالتويتر يلا طقطقي علي المهابيل اللي عندك ❤️ 🙏 بالتوفيق,2018-Ar-02856,True,False,True,False,False,False,False,True,False,False,False
تانيب الضمير ملازمني بشده هالفتره يارب الخلاص,2018-Ar-00147,True,False,False,True,False,False,False,False,True,False,False
وش حل الضيقه اللي تمسك معاك يوم ولا تدري ايش سببها,2018-Ar-01762,False,False,False,False,False,False,False,False,True,False,False
ايه الحاجه اللي لو حصلتك دلوقتي تخليك سعيد,2018-Ar-04292,False,False,False,False,False,False,False,False,False,False,False
لست حزين 😀 و لست سعيد 😌 و لست متفائل 😊 😊 و لست متشائم 😉 هناك شعور يخنقني 🤔 🤔 يقف بينه 😒 و لا استطيع ان افهمه 😁 او احتمله 😃,2018-Ar-03105,False,False,False,False,False,False,False,False,False,False,False
فوبيا النخاريب ياربي تموتني شكل الدوائر القريبه من بعض تنرفزني لدرجه ابكي عادي يجيني الي ودي اشلعها شلاع 🚶 🏽 💔,2018-Ar-03041,True,False,False,True,False,False,False,False,True,False,False
اذا بانت البسمه علي وجهك احس اني انا المسرور❤,2018-Ar-01292,False,False,False,False,True,True,True,False,False,False,False
كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادره انام متقبله كابوس في قلب العصر عادي,2018-Ar-00626,True,False,True,True,False,False,False,True,True,False,False
محدش هيسال عليك فيغيابك غير اللي هيحس ان يومه ناقص من غيرك,2018-Ar-00339,False,False,True,False,False,False,False,True,True,False,False
الازعاج الحاصل من خلال مكبرات الصوت حيث تتداخل الاصوات لقرب المساجد بعضها لبعض وكذلك ازعاج جيران المسجد دون مراعاه المرضي والاطفال,2018-Ar-01806,True,False,False,False,False,False,False,False,False,False,False
صادقه بانفعالات ادريناين مش لوح ازاز,2018-Ar-03144,True,False,False,False,False,False,False,False,False,False,False
الطايف الان ريحه مطر و لفحَہ هوا و لون الغيمّ والمطر 💦 و اشياء مَا عنهَا غنيّ و ياللہ حيّہ هالمساء 💕☁,2018-Ar-00791,False,False,False,False,True,False,True,False,False,False,False
يكفي ان وجوده رسم اجمل بسمه علي وش ملاك زي دي ربنا يجعلهم سبب سعاده الناس,2018-Ar-01255,False,False,False,False,True,True,False,False,False,False,False
ڪل ما اريده الان غرفه الانعاش و صوت الدڪتور يقول البقيه ب حياتڪم ادعوا له بالرحمه يشعر بالاستياء,2018-Ar-02558,False,False,False,False,False,False,False,True,True,False,False
خيانه المراه اشد من خيانه الرجل لان الرجل يخون بشهوته اما المراه فتخون بعواطفها,2018-Ar-00294,True,False,False,False,False,False,False,False,False,False,False
ياخوفي ثقافتك هذي تروح هدر,2018-Ar-04357,False,True,False,True,False,False,False,False,False,False,False
صار يحب حزني مايحبني,2018-Ar-01368,False,False,False,False,False,False,False,True,True,False,False
ونمت علي امل ان كفنك كان مجرد كابوس نمت معتقدا اني سانسي طقوس العزاء لكن كل شيء كان حيا ما عداك انت ومضه حرف سوالف روح,2018-Ar-02116,False,False,False,False,False,False,False,True,True,False,False
خايف من ايه مرعوب من نفسي 💔,2018-Ar-04333,False,False,False,True,False,False,False,False,False,False,False
حاول انك تكون للناس الي حواليك 😍 ضحكه 😁 فرحه 😊 ملجا 👌 دعوه 🎀 وتاكد انه السعاده الي بتعطيها لغيرك 🙈 رح ترجعلك بيوم من الايام ويمكن اكتر,2018-Ar-04380,False,False,False,False,True,True,True,False,False,False,False
ايه يارب اللي بيحصل فينا ده ليه احنا بس اللي بندفع تمن ثورتنا ظلم وقهر غربه وسجن ومرض وجع 😓😓,2018-Ar-01554,True,False,False,False,False,False,False,False,True,False,False
مو احياناً الا دايماً ضِحكتك جبْر خاطر,2018-Ar-02263,False,False,False,False,True,True,True,False,False,False,False
والله انك نشمي وكفو يا حبي لكم يا اهل الكويت 😘,2018-Ar-02053,False,False,False,False,False,True,False,False,False,False,False
مجرد ابتسامه وحده بتهز شده صلابتي,2018-Ar-02246,False,False,False,False,False,False,True,False,False,False,False
صباح الاشياء الصغيره التي تبدا بها يومك دعاء كوب قهوه عطر مفضل واغنيه جميله في وسط الزحام يشعر بالتفاؤل,2018-Ar-00309,False,False,False,False,True,True,True,False,False,False,False
كان يا مكان في حلو الزمان امراه تقطف الازهار كل صباح 💐,2018-Ar-04294,False,False,False,False,True,True,False,False,False,False,False
قله ادب 😠 ابغا اعرف علي الاقل متي لاني جالسه استني من ٣ شهور,2018-Ar-01361,True,False,False,False,False,False,False,False,False,False,False
علي النعمه ياللي اسمك فهد انت اهبل ومانتش فاهم حاجه بس حانقول ايه طالع اهبل علي امك,2018-Ar-03468,True,False,True,False,False,False,False,True,False,False,False
متي اثير فضولك الحين كل شي يثير غضبي مو فضولي لا خلص الصيفي اتفرغ لفضولي💔🙂,2018-Ar-03171,True,False,False,False,False,False,False,True,False,False,False
السعاده 🌸 لا تحتاج الي معجزات 🎶 كل ما تحتاجه قلب متسامح 😍 وجه مبتسم 😝 قناعه بالنصيب ❤ و ثقه تامه بالله 💜 شيكو,2018-Ar-02953,False,False,False,False,True,True,True,False,False,False,False
الشوق يقتلنا دون ادني رحمه الحنين كافر تنهيده,2018-Ar-02539,False,False,False,False,False,True,False,False,True,False,False
انت متخيل ان مفيش شياطين دلوقتي 😳 وان اللي بيعصي ده هو انت بكاااامل قوتك وارادتك 😰😨 مرعب بجد 💔,2018-Ar-01854,False,False,False,True,False,False,False,False,False,False,False
ل كل شخص لطيف مر بحياتي كل عام وانت بخير كل عام والفرحه تغمرك وابتسامتك الجميله م يعكرها حزن ✨ 🎈 عساكم من عواده,2018-Ar-02090,False,False,False,False,True,True,True,False,False,False,False
انتي مرح و فرح و بهجه وسرور وكل اسباب السعاده 😴 ❤️❤️,2018-Ar-00472,False,False,False,False,True,True,True,False,False,False,False
مشكله ارتجافي دايم انفضح,2018-Ar-01618,False,False,False,True,False,False,False,False,True,False,False
قسم بالله ارتجف ارتجاف كاني ميت وبعد المباراه اصدع,2018-Ar-02501,False,False,False,True,False,False,False,False,True,False,False
اشياء تبث السعاده ك رضا الله ورضا الوالدين ابتسامه الاخوه اناس احبوك لله وفي الله سلامه الصدر وصفاء القلب ونقيه,2018-Ar-03100,False,False,False,False,True,True,True,False,False,False,False
وش معني مجيد يساعد سرور سعد يساعده 😉 😂 😂 شور بيت,2018-Ar-03609,False,False,False,False,True,False,False,False,False,False,False
هدا يعني اخي الكريم انه يحق لك الاكل و التمتع بقليل من الدلاع و الخبز شهيه طيبه 👌🍰🍪🍔🍮🍭🍹🍎🍉🍉🍞,2018-Ar-04382,False,False,False,False,False,True,True,False,False,False,False
ليش يا شيخ كل كلامك عقاب وعذاب ونار تري الدين ترهيب وترغيب رحمه وحزم مو كله عقاب ونار جهنم اخاف انك توسوس او تغتر انك فاهم,2018-Ar-02027,True,False,True,False,False,False,False,False,True,False,False
انحرق علي اكثر شي كنت متحمس له 💔 💔 هويه العملاق الوحشالقرد الله ينتقم منك ي الحيوان اللي حرقت علي 😤 😑,2018-Ar-00360,True,False,False,False,False,False,False,False,False,False,False
ما ندمت علي سكوتي مره لكنني ندمت علي الكلام مرارا دبي الامارات ندم حب سكوت,2018-Ar-02254,True,False,False,False,False,False,False,True,True,False,False
مش ضروري لَبْس العيد فرحه بالقلوب الله يقدرنا علي زرع الابتسامه والفرح شنو بتلبس بلعيد,2018-Ar-02905,False,False,False,False,True,True,True,False,False,False,False
اي اقتراح لتظبيط مزاجي قبل صلاه العيد الصبح عشان لو نزلتلهم بالوش ده هيقتلوني وهبقي نكديه ✋ ولا مرحش الصلاه احسن 🚶,2018-Ar-03109,True,False,False,False,False,False,False,True,True,False,False
الفرح قناعه داخليه اذا ودك تفرح راح تفرح وتكون سعيد والعكس صحيح,2018-Ar-00252,False,False,False,False,True,True,True,False,False,False,False
فرحه امبارح وفرحه النهارده 👏❤ والله بنسي تعب الامتحانات والمذاكره والارف بمجرد ما بتفرج ع الاهلي والريال 😍,2018-Ar-02670,False,False,False,False,True,True,False,False,False,False,False
حتي بعض المرات اشوف الشركات الثانيه يرفضون الطلب والناس يتذمرون,2018-Ar-01257,True,False,True,False,False,False,False,True,False,False,False
قالت تستهبلين واضح قام مرتاع هنا حسيت بالغبااء واساله بوساعه وجه بتتسحر 😂 😂 معليش موب مني من العدسات مخليه الرؤيه مغبشه 😔 😂 😂,2018-Ar-04181,True,False,True,False,True,False,False,True,False,False,False
هذي الالعاب ماتناسب خصوصا رزدنت ايفل ممكن تعيش طفل بحاله خوف ورعب,2018-Ar-02106,False,True,False,True,False,False,False,False,True,False,False
